,builderName,State,District,Location,Highway,Railway,Metro,busStop,closestEducationalInstituteDistance,closestHospitalDistance,closestMallDistance,closestBusinessParkDistance,flatNumber,flatType,Area,noOfBathrooms,Parking,pricePerSqFeet,totalPrice,Gym,swimmingPool,Garden,yogaArea,playArea,shoppingArea,ATM/Finance
502,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1904,3,1051,3,1,28400,37171940,1,1,1,1,1,1,0
503,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2004,3,1051,3,1,28500,37277040,1,1,1,1,1,1,0
504,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2104,3,1051,3,1,28600,37382140,1,1,1,1,1,1,0
505,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2204,3,1051,3,1,28700,37487240,1,1,1,1,1,1,0
506,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2304,3,1051,3,1,28800,37592340,1,1,1,1,1,1,0
507,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2404,3,1051,3,1,28900,37697440,1,1,1,1,1,1,0
508,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2504,3,1051,3,1,29000,37802540,1,1,1,1,1,1,0
509,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2604,3,1051,3,1,29100,37907640,1,1,1,1,1,1,0
510,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2704,3,1051,3,1,29200,38012740,1,1,1,1,1,1,0
511,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2804,3,1051,3,1,29300,38117840,1,1,1,1,1,1,0
512,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2904,3,1051,3,1,29400,38222940,1,1,1,1,1,1,0
513,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3004,3,1051,3,1,29500,38328040,1,1,1,1,1,1,0
514,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3104,3,1051,3,1,29600,38433140,1,1,1,1,1,1,0
515,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3204,3,1051,3,1,29700,38538240,1,1,1,1,1,1,0
516,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3304,3,1051,3,1,29800,38643340,1,1,1,1,1,1,0
517,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3404,3,1051,3,1,29900,38748440,1,1,1,1,1,1,0
518,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3504,3,1051,3,1,30000,38853540,1,1,1,1,1,1,0
519,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3604,3,1051,3,1,30100,38958640,1,1,1,1,1,1,0
520,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3704,3,1051,3,1,30200,39063740,1,1,1,1,1,1,0
521,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3804,3,1051,3,1,30300,39168840,1,1,1,1,1,1,0
522,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3904,3,1051,3,1,30400,39273940,1,1,1,1,1,1,0
523,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4004,3,1051,3,1,30500,39379040,1,1,1,1,1,1,0
524,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1105,3,1051,3,1,27600,36331140,1,1,1,1,1,1,0
525,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1205,3,1051,3,1,27700,36436240,1,1,1,1,1,1,0
526,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1305,3,1051,3,1,27800,36541340,1,1,1,1,1,1,0
527,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1405,3,1051,3,1,27900,36646440,1,1,1,1,1,1,0
528,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1505,3,1051,3,1,28000,36751540,1,1,1,1,1,1,0
529,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1605,3,1051,3,1,28100,36856640,1,1,1,1,1,1,0
530,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1705,3,1051,3,1,28200,36961740,1,1,1,1,1,1,0
531,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1805,3,1051,3,1,28300,37066840,1,1,1,1,1,1,0
532,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1905,3,1051,3,1,28400,37171940,1,1,1,1,1,1,0
533,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2005,3,1051,3,1,28500,37277040,1,1,1,1,1,1,0
534,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2105,3,1051,3,1,28600,37382140,1,1,1,1,1,1,0
535,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2205,3,1051,3,1,28700,37487240,1,1,1,1,1,1,0
536,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2305,3,1051,3,1,28800,37592340,1,1,1,1,1,1,0
537,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2405,3,1051,3,1,28900,37697440,1,1,1,1,1,1,0
538,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2505,3,1051,3,1,29000,37802540,1,1,1,1,1,1,0
539,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2605,3,1051,3,1,29100,37907640,1,1,1,1,1,1,0
540,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2705,3,1051,3,1,29200,38012740,1,1,1,1,1,1,0
541,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2805,3,1051,3,1,29300,38117840,1,1,1,1,1,1,0
542,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2905,3,1051,3,1,29400,38222940,1,1,1,1,1,1,0
543,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3005,3,1051,3,1,29500,38328040,1,1,1,1,1,1,0
544,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3105,3,1051,3,1,29600,38433140,1,1,1,1,1,1,0
545,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3205,3,1051,3,1,29700,38538240,1,1,1,1,1,1,0
546,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3305,3,1051,3,1,29800,38643340,1,1,1,1,1,1,0
547,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3405,3,1051,3,1,29900,38748440,1,1,1,1,1,1,0
548,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3505,3,1051,3,1,30000,38853540,1,1,1,1,1,1,0
549,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3605,3,1051,3,1,30100,38958640,1,1,1,1,1,1,0
550,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3705,3,1051,3,1,30200,39063740,1,1,1,1,1,1,0
551,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3805,3,1051,3,1,30300,39168840,1,1,1,1,1,1,0
552,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3905,3,1051,3,1,30400,39273940,1,1,1,1,1,1,0
553,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4005,3,1051,3,1,30500,39379040,1,1,1,1,1,1,0
554,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1103,3,1051,3,1,27600,33131140,1,1,1,1,1,1,0
555,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1203,3,1051,3,1,27700,33236240,1,1,1,1,1,1,0
556,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1303,3,1051,3,1,27800,33341340,1,1,1,1,1,1,0
557,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1403,3,1051,3,1,27900,33446440,1,1,1,1,1,1,0
558,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1503,3,1051,3,1,28000,33551540,1,1,1,1,1,1,0
559,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1603,3,1051,3,1,28100,33656640,1,1,1,1,1,1,0
560,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1703,3,1051,3,1,28200,33761740,1,1,1,1,1,1,0
561,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1803,3,1051,3,1,28300,33866840,1,1,1,1,1,1,0
562,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1903,3,1051,3,1,28400,33971940,1,1,1,1,1,1,0
563,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2003,3,1051,3,1,28500,34077040,1,1,1,1,1,1,0
564,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2103,3,1051,3,1,28600,34182140,1,1,1,1,1,1,0
565,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2203,3,1051,3,1,28700,34287240,1,1,1,1,1,1,0
566,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2303,3,1051,3,1,28800,34392340,1,1,1,1,1,1,0
567,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2403,3,1051,3,1,28900,34497440,1,1,1,1,1,1,0
568,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2503,3,1051,3,1,29000,34602540,1,1,1,1,1,1,0
569,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2603,3,1051,3,1,29100,34707640,1,1,1,1,1,1,0
570,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2703,3,1051,3,1,29200,34812740,1,1,1,1,1,1,0
571,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2803,3,1051,3,1,29300,34917840,1,1,1,1,1,1,0
572,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2903,3,1051,3,1,29400,35022940,1,1,1,1,1,1,0
573,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3003,3,1051,3,1,29500,35128040,1,1,1,1,1,1,0
574,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3103,3,1051,3,1,29600,35233140,1,1,1,1,1,1,0
575,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3203,3,1051,3,1,29700,35338240,1,1,1,1,1,1,0
576,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3303,3,1051,3,1,29800,35443340,1,1,1,1,1,1,0
577,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3403,3,1051,3,1,29900,35548440,1,1,1,1,1,1,0
578,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3503,3,1051,3,1,30000,35653540,1,1,1,1,1,1,0
579,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3603,3,1051,3,1,30100,35758640,1,1,1,1,1,1,0
580,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3703,3,1051,3,1,30200,35863740,1,1,1,1,1,1,0
581,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3803,3,1051,3,1,30300,35968840,1,1,1,1,1,1,0
582,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3903,3,1051,3,1,30400,36073940,1,1,1,1,1,1,0
583,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4003,3,1051,3,1,30500,36179040,1,1,1,1,1,1,0
584,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1104,3,1051,3,1,27600,33131140,1,1,1,1,1,1,0
585,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1204,3,1051,3,1,27700,33236240,1,1,1,1,1,1,0
586,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1304,3,1051,3,1,27800,33341340,1,1,1,1,1,1,0
587,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1404,3,1051,3,1,27900,33446440,1,1,1,1,1,1,0
588,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1504,3,1051,3,1,28000,33551540,1,1,1,1,1,1,0
589,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1604,3,1051,3,1,28100,33656640,1,1,1,1,1,1,0
590,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1704,3,1051,3,1,28200,33761740,1,1,1,1,1,1,0
591,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1804,3,1051,3,1,28300,33866840,1,1,1,1,1,1,0
592,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1904,3,1051,3,1,28400,33971940,1,1,1,1,1,1,0
593,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2004,3,1051,3,1,28500,34077040,1,1,1,1,1,1,0
594,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2104,3,1051,3,1,28600,34182140,1,1,1,1,1,1,0
595,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2204,3,1051,3,1,28700,34287240,1,1,1,1,1,1,0
596,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2304,3,1051,3,1,28800,34392340,1,1,1,1,1,1,0
597,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2404,3,1051,3,1,28900,34497440,1,1,1,1,1,1,0
598,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2504,3,1051,3,1,29000,34602540,1,1,1,1,1,1,0
599,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2604,3,1051,3,1,29100,34707640,1,1,1,1,1,1,0
600,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2704,3,1051,3,1,29200,34812740,1,1,1,1,1,1,0
601,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2804,3,1051,3,1,29300,34917840,1,1,1,1,1,1,0
602,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2904,3,1051,3,1,29400,35022940,1,1,1,1,1,1,0
603,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3004,3,1051,3,1,29500,35128040,1,1,1,1,1,1,0
604,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3104,3,1051,3,1,29600,35233140,1,1,1,1,1,1,0
605,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3204,3,1051,3,1,29700,35338240,1,1,1,1,1,1,0
606,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3304,3,1051,3,1,29800,35443340,1,1,1,1,1,1,0
607,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3404,3,1051,3,1,29900,35548440,1,1,1,1,1,1,0
608,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3504,3,1051,3,1,30000,35653540,1,1,1,1,1,1,0
609,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3604,3,1051,3,1,30100,35758640,1,1,1,1,1,1,0
610,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3704,3,1051,3,1,30200,35863740,1,1,1,1,1,1,0
611,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3804,3,1051,3,1,30300,35968840,1,1,1,1,1,1,0
612,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3904,3,1051,3,1,30400,36073940,1,1,1,1,1,1,0
613,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4004,3,1051,3,1,30500,36179040,1,1,1,1,1,1,0
614,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1105,2,713,2,1,27600,22850820,1,1,1,1,1,1,0
615,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1205,2,713,2,1,27700,22922120,1,1,1,1,1,1,0
616,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1305,2,713,2,1,27800,22993420,1,1,1,1,1,1,0
617,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1405,2,713,2,1,27900,23064720,1,1,1,1,1,1,0
618,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1505,2,713,2,1,28000,23136020,1,1,1,1,1,1,0
619,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1605,2,713,2,1,28100,23207320,1,1,1,1,1,1,0
620,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1705,2,713,2,1,28200,23278620,1,1,1,1,1,1,0
621,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1805,2,713,2,1,28300,23349920,1,1,1,1,1,1,0
622,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1905,2,713,2,1,28400,23421220,1,1,1,1,1,1,0
623,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2005,2,713,2,1,28500,23492520,1,1,1,1,1,1,0
624,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2105,2,713,2,1,28600,23563820,1,1,1,1,1,1,0
625,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2205,2,713,2,1,28700,23635120,1,1,1,1,1,1,0
626,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2305,2,713,2,1,28800,23706420,1,1,1,1,1,1,0
627,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2405,2,713,2,1,28900,23777720,1,1,1,1,1,1,0
628,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2505,2,713,2,1,29000,23849020,1,1,1,1,1,1,0
629,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2605,2,713,2,1,29100,23920320,1,1,1,1,1,1,0
630,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2705,2,713,2,1,29200,23991620,1,1,1,1,1,1,0
631,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2805,2,713,2,1,29300,24062920,1,1,1,1,1,1,0
632,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2905,2,713,2,1,29400,24134220,1,1,1,1,1,1,0
633,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3005,2,713,2,1,29500,24205520,1,1,1,1,1,1,0
634,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3105,2,713,2,1,29600,24276820,1,1,1,1,1,1,0
635,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3205,2,713,2,1,29700,24348120,1,1,1,1,1,1,0
636,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3305,2,713,2,1,29800,24419420,1,1,1,1,1,1,0
637,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3405,2,713,2,1,29900,24490720,1,1,1,1,1,1,0
638,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3505,2,713,2,1,30000,24562020,1,1,1,1,1,1,0
639,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3605,2,713,2,1,30100,24633320,1,1,1,1,1,1,0
640,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3705,2,713,2,1,30200,24704620,1,1,1,1,1,1,0
641,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3805,2,713,2,1,30300,24775920,1,1,1,1,1,1,0
642,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3905,2,713,2,1,30400,24847220,1,1,1,1,1,1,0
643,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4005,2,713,2,1,30500,24918520,1,1,1,1,1,1,0
644,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1106,2,736,2,1,27600,23509540,1,1,1,1,1,1,0
645,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1206,2,736,2,1,27700,23583140,1,1,1,1,1,1,0
646,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1306,2,736,2,1,27800,23656740,1,1,1,1,1,1,0
647,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1406,2,736,2,1,27900,23730340,1,1,1,1,1,1,0
648,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1506,2,736,2,1,28000,23803940,1,1,1,1,1,1,0
649,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1606,2,736,2,1,28100,23877540,1,1,1,1,1,1,0
650,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1706,2,736,2,1,28200,23951140,1,1,1,1,1,1,0
651,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1806,2,736,2,1,28300,24024740,1,1,1,1,1,1,0
652,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1906,2,736,2,1,28400,24098340,1,1,1,1,1,1,0
653,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2006,2,736,2,1,28500,24171940,1,1,1,1,1,1,0
654,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2106,2,736,2,1,28600,24245540,1,1,1,1,1,1,0
655,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2206,2,736,2,1,28700,24319140,1,1,1,1,1,1,0
656,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2306,2,736,2,1,28800,24392740,1,1,1,1,1,1,0
657,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2406,2,736,2,1,28900,24466340,1,1,1,1,1,1,0
658,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2506,2,736,2,1,29000,24539940,1,1,1,1,1,1,0
659,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2606,2,736,2,1,29100,24613540,1,1,1,1,1,1,0
660,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2706,2,736,2,1,29200,24687140,1,1,1,1,1,1,0
661,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2806,2,736,2,1,29300,24760740,1,1,1,1,1,1,0
662,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2906,2,736,2,1,29400,24834340,1,1,1,1,1,1,0
663,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3006,2,736,2,1,29500,24907940,1,1,1,1,1,1,0
664,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3106,2,736,2,1,29600,24981540,1,1,1,1,1,1,0
665,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3206,2,736,2,1,29700,25055140,1,1,1,1,1,1,0
666,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3306,2,736,2,1,29800,25128740,1,1,1,1,1,1,0
667,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3406,2,736,2,1,29900,25202340,1,1,1,1,1,1,0
668,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3506,2,736,2,1,30000,25275940,1,1,1,1,1,1,0
669,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3606,2,736,2,1,30100,25349540,1,1,1,1,1,1,0
670,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3706,2,736,2,1,30200,25423140,1,1,1,1,1,1,0
671,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3806,2,736,2,1,30300,25496740,1,1,1,1,1,1,0
672,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3906,2,736,2,1,30400,25570340,1,1,1,1,1,1,0
673,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4006,2,736,2,1,30500,25643940,1,1,1,1,1,1,0
674,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1106,2,736,2,1,27600,25809540,1,1,1,1,1,1,0
675,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1206,2,736,2,1,27700,25883140,1,1,1,1,1,1,0
676,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1306,2,736,2,1,27800,25956740,1,1,1,1,1,1,0
677,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1406,2,736,2,1,27900,26030340,1,1,1,1,1,1,0
